,State-County,Area_Name
1106,21227,Warren County
1107,21229,Washington County
1108,21231,Wayne County
1109,21233,Webster County
1110,21235,Whitley County
1111,21237,Wolfe County
1112,21239,Woodford County
1113,22001,Acadia Parish
1114,22003,Allen Parish
1115,22005,Ascension Parish
1116,22007,Assumption Parish
1117,22009,Avoyelles Parish
1118,22011,Beauregard Parish
1119,22013,Bienville Parish
1120,22015,Bossier Parish
1121,22017,Caddo Parish
1122,22019,Calcasieu Parish
1123,22021,Caldwell Parish
1124,22023,Cameron Parish
1125,22025,Catahoula Parish
1126,22027,Claiborne Parish
1127,22029,Concordia Parish
1128,22031,De Soto Parish
1129,22033,East Baton Rouge Parish
1130,22035,East Carroll Parish
1131,22037,East Feliciana Parish
1132,22039,Evangeline Parish
1133,22041,Franklin Parish
1134,22043,Grant Parish
1135,22045,Iberia Parish
1136,22047,Iberville Parish
1137,22049,Jackson Parish
1138,22051,Jefferson Parish
1139,22053,Jefferson Davis Parish
1140,22055,Lafayette Parish
1141,22057,Lafourche Parish
1142,22059,LaSalle Parish
1143,22061,Lincoln Parish
1144,22063,Livingston Parish
1145,22065,Madison Parish
1146,22067,Morehouse Parish
1147,22069,Natchitoches Parish
1148,22071,Orleans Parish
1149,22073,Ouachita Parish
1150,22075,Plaquemines Parish
1151,22077,Pointe Coupee Parish
1152,22079,Rapides Parish
1153,22081,Red River Parish
1154,22083,Richland Parish
1155,22085,Sabine Parish
1156,22087,St. Bernard Parish
1157,22089,St. Charles Parish
1158,22091,St. Helena Parish
1159,22093,St. James Parish
1160,22095,St. John the Baptist Parish
1161,22097,St. Landry Parish
1162,22099,St. Martin Parish
1163,22101,St. Mary Parish
1164,22103,St. Tammany Parish
1165,22105,Tangipahoa Parish
1166,22107,Tensas Parish
1167,22109,Terrebonne Parish
1168,22111,Union Parish
1169,22113,Vermilion Parish
1170,22115,Vernon Parish
1171,22117,Washington Parish
1172,22119,Webster Parish
1173,22121,West Baton Rouge Parish
1174,22123,West Carroll Parish
1175,22125,West Feliciana Parish
1176,22127,Winn Parish
1177,23001,Androscoggin County
1178,23003,Aroostook County
1179,23005,Cumberland County
1180,23007,Franklin County
1181,23009,Hancock County
1182,23011,Kennebec County
1183,23013,Knox County
1184,23015,Lincoln County
1185,23017,Oxford County
1186,23019,Penobscot County
1187,23021,Piscataquis County
1188,23023,Sagadahoc County
1189,23025,Somerset County
1190,23027,Waldo County
1191,23029,Washington County
1192,23031,York County
1193,24001,Allegany County
1194,24003,Anne Arundel County
1195,24005,Baltimore County
1196,24009,Calvert County
1197,24011,Caroline County
1198,24013,Carroll County
1199,24015,Cecil County
1200,24017,Charles County
1201,24019,Dorchester County
1202,24021,Frederick County
1203,24023,Garrett County
1204,24025,Harford County
1205,24027,Howard County
1206,24029,Kent County
1207,24031,Montgomery County
1208,24033,Prince George's County
1209,24035,Queen Anne's County
1210,24037,St. Mary's County
1211,24039,Somerset County
1212,24041,Talbot County
1213,24043,Washington County
1214,24045,Wicomico County
1215,24047,Worcester County
1216,24510,Baltimore city
1217,25001,Barnstable County
1218,25003,Berkshire County
1219,25005,Bristol County
1220,25007,Dukes County
1221,25009,Essex County
1222,25011,Franklin County
1223,25013,Hampden County
1224,25015,Hampshire County
1225,25017,Middlesex County
1226,25019,Nantucket County
1227,25021,Norfolk County
1228,25023,Plymouth County
1229,25025,Suffolk County
1230,25027,Worcester County
1231,26001,Alcona County
1232,26003,Alger County
1233,26005,Allegan County
1234,26007,Alpena County
1235,26009,Antrim County
1236,26011,Arenac County
1237,26013,Baraga County
1238,26015,Barry County
1239,26017,Bay County
1240,26019,Benzie County
1241,26021,Berrien County
1242,26023,Branch County
1243,26025,Calhoun County
1244,26027,Cass County
1245,26029,Charlevoix County
1246,26031,Cheboygan County
1247,26033,Chippewa County
1248,26035,Clare County
1249,26037,Clinton County
1250,26039,Crawford County
1251,26041,Delta County
1252,26043,Dickinson County
1253,26045,Eaton County
1254,26047,Emmet County
1255,26049,Genesee County
1256,26051,Gladwin County
1257,26053,Gogebic County
1258,26055,Grand Traverse County
1259,26057,Gratiot County
1260,26059,Hillsdale County
1261,26061,Houghton County
1262,26063,Huron County
1263,26065,Ingham County
1264,26067,Ionia County
1265,26069,Iosco County
1266,26071,Iron County
1267,26073,Isabella County
1268,26075,Jackson County
1269,26077,Kalamazoo County
1270,26079,Kalkaska County
1271,26081,Kent County
1272,26083,Keweenaw County
1273,26085,Lake County
1274,26087,Lapeer County
1275,26089,Leelanau County
1276,26091,Lenawee County
1277,26093,Livingston County
1278,26095,Luce County
1279,26097,Mackinac County
1280,26099,Macomb County
1281,26101,Manistee County
1282,26103,Marquette County
1283,26105,Mason County
1284,26107,Mecosta County
1285,26109,Menominee County
1286,26111,Midland County
1287,26113,Missaukee County
1288,26115,Monroe County
1289,26117,Montcalm County
1290,26119,Montmorency County
1291,26121,Muskegon County
1292,26123,Newaygo County
1293,26125,Oakland County
1294,26127,Oceana County
1295,26129,Ogemaw County
1296,26131,Ontonagon County
1297,26133,Osceola County
1298,26135,Oscoda County
1299,26137,Otsego County
1300,26139,Ottawa County
1301,26141,Presque Isle County
1302,26143,Roscommon County
1303,26145,Saginaw County
1304,26147,St. Clair County
1305,26149,St. Joseph County
1306,26151,Sanilac County
1307,26153,Schoolcraft County
1308,26155,Shiawassee County
1309,26157,Tuscola County
1310,26159,Van Buren County
1311,26161,Washtenaw County
1312,26163,Wayne County
1313,26165,Wexford County
1314,27001,Aitkin County
1315,27003,Anoka County
1316,27005,Becker County
1317,27007,Beltrami County
1318,27009,Benton County
1319,27011,Big Stone County
1320,27013,Blue Earth County
1321,27015,Brown County
1322,27017,Carlton County
1323,27019,Carver County
1324,27021,Cass County
1325,27023,Chippewa County
1326,27025,Chisago County
1327,27027,Clay County
1328,27029,Clearwater County
1329,27031,Cook County
1330,27033,Cottonwood County
1331,27035,Crow Wing County
1332,27037,Dakota County
1333,27039,Dodge County
1334,27041,Douglas County
1335,27043,Faribault County
1336,27045,Fillmore County
1337,27047,Freeborn County
1338,27049,Goodhue County
1339,27051,Grant County
1340,27053,Hennepin County
1341,27055,Houston County
1342,27057,Hubbard County
1343,27059,Isanti County
1344,27061,Itasca County
1345,27063,Jackson County
1346,27065,Kanabec County
1347,27067,Kandiyohi County
1348,27069,Kittson County
1349,27071,Koochiching County
1350,27073,Lac qui Parle County
1351,27075,Lake County
1352,27077,Lake of the Woods County
1353,27079,Le Sueur County
1354,27081,Lincoln County
1355,27083,Lyon County
1356,27085,McLeod County
1357,27087,Mahnomen County
1358,27089,Marshall County
1359,27091,Martin County
1360,27093,Meeker County
1361,27095,Mille Lacs County
1362,27097,Morrison County
1363,27099,Mower County
1364,27101,Murray County
1365,27103,Nicollet County
1366,27105,Nobles County
1367,27107,Norman County
1368,27109,Olmsted County
1369,27111,Otter Tail County
1370,27113,Pennington County
1371,27115,Pine County
1372,27117,Pipestone County
1373,27119,Polk County
1374,27121,Pope County
1375,27123,Ramsey County
1376,27125,Red Lake County
1377,27127,Redwood County
1378,27129,Renville County
1379,27131,Rice County
1380,27133,Rock County
1381,27135,Roseau County
1382,27137,St. Louis County
1383,27139,Scott County
1384,27141,Sherburne County
1385,27143,Sibley County
1386,27145,Stearns County
1387,27147,Steele County
1388,27149,Stevens County
1389,27151,Swift County
1390,27153,Todd County
1391,27155,Traverse County
1392,27157,Wabasha County
1393,27159,Wadena County
1394,27161,Waseca County
1395,27163,Washington County
1396,27165,Watonwan County
1397,27167,Wilkin County
1398,27169,Winona County
1399,27171,Wright County
1400,27173,Yellow Medicine County
1401,28001,Adams County
1402,28003,Alcorn County
1403,28005,Amite County
1404,28007,Attala County
1405,28009,Benton County
1406,28011,Bolivar County
1407,28013,Calhoun County
1408,28015,Carroll County
1409,28017,Chickasaw County
1410,28019,Choctaw County
1411,28021,Claiborne County
1412,28023,Clarke County
1413,28025,Clay County
1414,28027,Coahoma County
1415,28029,Copiah County
1416,28031,Covington County
1417,28033,DeSoto County
1418,28035,Forrest County
1419,28037,Franklin County
1420,28039,George County
1421,28041,Greene County
1422,28043,Grenada County
1423,28045,Hancock County
1424,28047,Harrison County
1425,28049,Hinds County
1426,28051,Holmes County
1427,28053,Humphreys County
1428,28055,Issaquena County
1429,28057,Itawamba County
1430,28059,Jackson County
1431,28061,Jasper County
1432,28063,Jefferson County
1433,28065,Jefferson Davis County
1434,28067,Jones County
1435,28069,Kemper County
1436,28071,Lafayette County
1437,28073,Lamar County
1438,28075,Lauderdale County
1439,28077,Lawrence County
1440,28079,Leake County
1441,28081,Lee County
1442,28083,Leflore County
1443,28085,Lincoln County
1444,28087,Lowndes County
1445,28089,Madison County
1446,28091,Marion County
1447,28093,Marshall County
1448,28095,Monroe County
1449,28097,Montgomery County
1450,28099,Neshoba County
1451,28101,Newton County
1452,28103,Noxubee County
1453,28105,Oktibbeha County
1454,28107,Panola County
1455,28109,Pearl River County
1456,28111,Perry County
1457,28113,Pike County
1458,28115,Pontotoc County
1459,28117,Prentiss County
1460,28119,Quitman County
1461,28121,Rankin County
1462,28123,Scott County
1463,28125,Sharkey County
1464,28127,Simpson County
1465,28129,Smith County
1466,28131,Stone County
1467,28133,Sunflower County
1468,28135,Tallahatchie County
1469,28137,Tate County
1470,28139,Tippah County
1471,28141,Tishomingo County
1472,28143,Tunica County
1473,28145,Union County
1474,28147,Walthall County
1475,28149,Warren County
1476,28151,Washington County
1477,28153,Wayne County
1478,28155,Webster County
1479,28157,Wilkinson County
1480,28159,Winston County
1481,28161,Yalobusha County
1482,28163,Yazoo County
1483,29001,Adair County
1484,29003,Andrew County
1485,29005,Atchison County
1486,29007,Audrain County
1487,29009,Barry County
1488,29011,Barton County
1489,29013,Bates County
1490,29015,Benton County
1491,29017,Bollinger County
1492,29019,Boone County
1493,29021,Buchanan County
1494,29023,Butler County
1495,29025,Caldwell County
1496,29027,Callaway County
1497,29029,Camden County
1498,29031,Cape Girardeau County
1499,29033,Carroll County
1500,29035,Carter County
1501,29037,Cass County
1502,29039,Cedar County
1503,29041,Chariton County
1504,29043,Christian County
1505,29045,Clark County
1506,29047,Clay County
1507,29049,Clinton County
1508,29051,Cole County
1509,29053,Cooper County
1510,29055,Crawford County
1511,29057,Dade County
1512,29059,Dallas County
1513,29061,Daviess County
1514,29063,DeKalb County
1515,29065,Dent County
1516,29067,Douglas County
1517,29069,Dunklin County
1518,29071,Franklin County
1519,29073,Gasconade County
1520,29075,Gentry County
1521,29077,Greene County
1522,29079,Grundy County
1523,29081,Harrison County
1524,29083,Henry County
1525,29085,Hickory County
1526,29087,Holt County
1527,29089,Howard County
1528,29091,Howell County
1529,29093,Iron County
1530,29095,Jackson County
1531,29097,Jasper County
1532,29099,Jefferson County
1533,29101,Johnson County
1534,29103,Knox County
1535,29105,Laclede County
1536,29107,Lafayette County
1537,29109,Lawrence County
1538,29111,Lewis County
1539,29113,Lincoln County
1540,29115,Linn County
1541,29117,Livingston County
1542,29119,McDonald County
1543,29121,Macon County
1544,29123,Madison County
1545,29125,Maries County
1546,29127,Marion County
1547,29129,Mercer County
1548,29131,Miller County
1549,29133,Mississippi County
1550,29135,Moniteau County
1551,29137,Monroe County
1552,29139,Montgomery County
1553,29141,Morgan County
1554,29143,New Madrid County
1555,29145,Newton County
1556,29147,Nodaway County
1557,29149,Oregon County
1558,29151,Osage County
1559,29153,Ozark County
1560,29155,Pemiscot County
1561,29157,Perry County
1562,29159,Pettis County
1563,29161,Phelps County
1564,29163,Pike County
1565,29165,Platte County
1566,29167,Polk County
1567,29169,Pulaski County
1568,29171,Putnam County
1569,29173,Ralls County
1570,29175,Randolph County
1571,29177,Ray County
1572,29179,Reynolds County
1573,29181,Ripley County
1574,29183,St. Charles County
1575,29185,St. Clair County
1576,29186,Ste. Genevieve County
1577,29187,St. Francois County
1578,29189,St. Louis County
1579,29195,Saline County
1580,29197,Schuyler County
1581,29199,Scotland County
1582,29201,Scott County
1583,29203,Shannon County
1584,29205,Shelby County
1585,29207,Stoddard County
1586,29209,Stone County
1587,29211,Sullivan County
1588,29213,Taney County
1589,29215,Texas County
1590,29217,Vernon County
1591,29219,Warren County
1592,29221,Washington County
1593,29223,Wayne County
1594,29225,Webster County
1595,29227,Worth County
1596,29229,Wright County
1597,29510,St. Louis city
1598,30001,Beaverhead County
1599,30003,Big Horn County
1600,30005,Blaine County
1601,30007,Broadwater County
1602,30009,Carbon County
1603,30011,Carter County
1604,30013,Cascade County
1605,30015,Chouteau County
1606,30017,Custer County
1607,30019,Daniels County
1608,30021,Dawson County
1609,30023,Deer Lodge County
1610,30025,Fallon County
1611,30027,Fergus County
1612,30029,Flathead County
1613,30031,Gallatin County
1614,30033,Garfield County
1615,30035,Glacier County
1616,30037,Golden Valley County
1617,30039,Granite County
1618,30041,Hill County
1619,30043,Jefferson County
1620,30045,Judith Basin County
1621,30047,Lake County
1622,30049,Lewis and Clark County
1623,30051,Liberty County
1624,30053,Lincoln County
1625,30055,McCone County
1626,30057,Madison County
1627,30059,Meagher County
1628,30061,Mineral County
1629,30063,Missoula County
1630,30065,Musselshell County
1631,30067,Park County
1632,30069,Petroleum County
1633,30071,Phillips County
1634,30073,Pondera County
1635,30075,Powder River County
1636,30077,Powell County
1637,30079,Prairie County
1638,30081,Ravalli County
1639,30083,Richland County
1640,30085,Roosevelt County
1641,30087,Rosebud County
1642,30089,Sanders County
1643,30091,Sheridan County
1644,30093,Silver Bow County
1645,30095,Stillwater County
1646,30097,Sweet Grass County
1647,30099,Teton County
1648,30101,Toole County
1649,30103,Treasure County
1650,30105,Valley County
1651,30107,Wheatland County
1652,30109,Wibaux County
1653,30111,Yellowstone County
1654,31001,Adams County
1655,31003,Antelope County
1656,31005,Arthur County
1657,31007,Banner County
1658,31009,Blaine County
1659,31011,Boone County
1660,31013,Box Butte County
1661,31015,Boyd County
1662,31017,Brown County
1663,31019,Buffalo County
1664,31021,Burt County
1665,31023,Butler County
1666,31025,Cass County
1667,31027,Cedar County
1668,31029,Chase County
1669,31031,Cherry County
1670,31033,Cheyenne County
1671,31035,Clay County
1672,31037,Colfax County
1673,31039,Cuming County
1674,31041,Custer County
1675,31043,Dakota County
1676,31045,Dawes County
1677,31047,Dawson County
1678,31049,Deuel County
1679,31051,Dixon County
1680,31053,Dodge County
1681,31055,Douglas County
1682,31057,Dundy County
1683,31059,Fillmore County
1684,31061,Franklin County
1685,31063,Frontier County
1686,31065,Furnas County
1687,31067,Gage County
1688,31069,Garden County
1689,31071,Garfield County
1690,31073,Gosper County
1691,31075,Grant County
1692,31077,Greeley County
1693,31079,Hall County
1694,31081,Hamilton County
1695,31083,Harlan County
1696,31085,Hayes County
1697,31087,Hitchcock County
1698,31089,Holt County
1699,31091,Hooker County
1700,31093,Howard County
1701,31095,Jefferson County
1702,31097,Johnson County
1703,31099,Kearney County
1704,31101,Keith County
1705,31103,Keya Paha County
1706,31105,Kimball County
1707,31107,Knox County
1708,31109,Lancaster County
1709,31111,Lincoln County
1710,31113,Logan County
1711,31115,Loup County
1712,31117,McPherson County
1713,31119,Madison County
1714,31121,Merrick County
1715,31123,Morrill County
1716,31125,Nance County
1717,31127,Nemaha County
1718,31129,Nuckolls County
1719,31131,Otoe County
1720,31133,Pawnee County
1721,31135,Perkins County
1722,31137,Phelps County
1723,31139,Pierce County
1724,31141,Platte County
1725,31143,Polk County
1726,31145,Red Willow County
1727,31147,Richardson County
1728,31149,Rock County
1729,31151,Saline County
1730,31153,Sarpy County
1731,31155,Saunders County
1732,31157,Scotts Bluff County
1733,31159,Seward County
1734,31161,Sheridan County
1735,31163,Sherman County
1736,31165,Sioux County
1737,31167,Stanton County
1738,31169,Thayer County
1739,31171,Thomas County
1740,31173,Thurston County
1741,31175,Valley County
1742,31177,Washington County
1743,31179,Wayne County
1744,31181,Webster County
1745,31183,Wheeler County
1746,31185,York County
1747,32001,Churchill County
1748,32003,Clark County
1749,32005,Douglas County
1750,32007,Elko County
1751,32009,Esmeralda County
1752,32011,Eureka County
1753,32013,Humboldt County
1754,32015,Lander County
1755,32017,Lincoln County
1756,32019,Lyon County
1757,32021,Mineral County
1758,32023,Nye County
1759,32027,Pershing County
1760,32029,Storey County
1761,32031,Washoe County
1762,32033,White Pine County
1763,32510,Carson City
1764,33001,Belknap County
1765,33003,Carroll County
1766,33005,Cheshire County
1767,33007,Coos County
1768,33009,Grafton County
1769,33011,Hillsborough County
1770,33013,Merrimack County
1771,33015,Rockingham County
1772,33017,Strafford County
1773,33019,Sullivan County
1774,34001,Atlantic County
1775,34003,Bergen County
1776,34005,Burlington County
1777,34007,Camden County
1778,34009,Cape May County
1779,34011,Cumberland County
1780,34013,Essex County
1781,34015,Gloucester County
1782,34017,Hudson County
1783,34019,Hunterdon County
1784,34021,Mercer County
1785,34023,Middlesex County
1786,34025,Monmouth County
1787,34027,Morris County
1788,34029,Ocean County
1789,34031,Passaic County
1790,34033,Salem County
1791,34035,Somerset County
1792,34037,Sussex County
1793,34039,Union County
1794,34041,Warren County
1795,35001,Bernalillo County
1796,35003,Catron County
1797,35005,Chaves County
1798,35006,Cibola County
1799,35007,Colfax County
1800,35009,Curry County
1801,35011,De Baca County
1802,35013,Doña Ana County
1803,35015,Eddy County
1804,35017,Grant County
1805,35019,Guadalupe County
1806,35021,Harding County
1807,35023,Hidalgo County
1808,35025,Lea County
1809,35027,Lincoln County
1810,35028,Los Alamos County
1811,35029,Luna County
1812,35031,McKinley County
1813,35033,Mora County
1814,35035,Otero County
1815,35037,Quay County
1816,35039,Rio Arriba County
1817,35041,Roosevelt County
1818,35043,Sandoval County
1819,35045,San Juan County
1820,35047,San Miguel County
1821,35049,Santa Fe County
1822,35051,Sierra County
1823,35053,Socorro County
1824,35055,Taos County
1825,35057,Torrance County
1826,35059,Union County
1827,35061,Valencia County
1828,36001,Albany County
1829,36003,Allegany County
1830,36005,Bronx County
1831,36007,Broome County
1832,36009,Cattaraugus County
1833,36011,Cayuga County
1834,36013,Chautauqua County
1835,36015,Chemung County
1836,36017,Chenango County
1837,36019,Clinton County
1838,36021,Columbia County
1839,36023,Cortland County
1840,36025,Delaware County
1841,36027,Dutchess County
1842,36029,Erie County
1843,36031,Essex County
1844,36033,Franklin County
1845,36035,Fulton County
1846,36037,Genesee County
1847,36039,Greene County
1848,36041,Hamilton County
1849,36043,Herkimer County
1850,36045,Jefferson County
1851,36047,Kings County
1852,36049,Lewis County
1853,36051,Livingston County
1854,36053,Madison County
1855,36055,Monroe County
1856,36057,Montgomery County
1857,36059,Nassau County
1858,36061,New York County
1859,36063,Niagara County
1860,36065,Oneida County
1861,36067,Onondaga County
1862,36069,Ontario County
1863,36071,Orange County
1864,36073,Orleans County
1865,36075,Oswego County
1866,36077,Otsego County
1867,36079,Putnam County
1868,36081,Queens County
1869,36083,Rensselaer County
1870,36085,Richmond County
1871,36087,Rockland County
1872,36089,St. Lawrence County
1873,36091,Saratoga County
1874,36093,Schenectady County
1875,36095,Schoharie County
1876,36097,Schuyler County
1877,36099,Seneca County
1878,36101,Steuben County
1879,36103,Suffolk County
1880,36105,Sullivan County
1881,36107,Tioga County
1882,36109,Tompkins County
1883,36111,Ulster County
1884,36113,Warren County
1885,36115,Washington County
1886,36117,Wayne County
1887,36119,Westchester County
1888,36121,Wyoming County
1889,36123,Yates County
1890,37001,Alamance County
1891,37003,Alexander County
1892,37005,Alleghany County
1893,37007,Anson County
1894,37009,Ashe County
1895,37011,Avery County
1896,37013,Beaufort County
1897,37015,Bertie County
1898,37017,Bladen County
1899,37019,Brunswick County
1900,37021,Buncombe County
1901,37023,Burke County
1902,37025,Cabarrus County
1903,37027,Caldwell County
1904,37029,Camden County
1905,37031,Carteret County
1906,37033,Caswell County
1907,37035,Catawba County
1908,37037,Chatham County
1909,37039,Cherokee County
1910,37041,Chowan County
1911,37043,Clay County
1912,37045,Cleveland County
1913,37047,Columbus County
1914,37049,Craven County
1915,37051,Cumberland County
1916,37053,Currituck County
1917,37055,Dare County
1918,37057,Davidson County
1919,37059,Davie County
1920,37061,Duplin County
1921,37063,Durham County
1922,37065,Edgecombe County
1923,37067,Forsyth County
1924,37069,Franklin County
1925,37071,Gaston County
1926,37073,Gates County
1927,37075,Graham County
1928,37077,Granville County
1929,37079,Greene County
1930,37081,Guilford County
1931,37083,Halifax County
1932,37085,Harnett County
1933,37087,Haywood County
1934,37089,Henderson County
1935,37091,Hertford County
1936,37093,Hoke County
1937,37095,Hyde County
1938,37097,Iredell County
1939,37099,Jackson County
1940,37101,Johnston County
1941,37103,Jones County
1942,37105,Lee County
1943,37107,Lenoir County
1944,37109,Lincoln County
1945,37111,McDowell County
1946,37113,Macon County
1947,37115,Madison County
1948,37117,Martin County
1949,37119,Mecklenburg County
1950,37121,Mitchell County
1951,37123,Montgomery County
1952,37125,Moore County
1953,37127,Nash County
1954,37129,New Hanover County
1955,37131,Northampton County
1956,37133,Onslow County
1957,37135,Orange County
1958,37137,Pamlico County
1959,37139,Pasquotank County
1960,37141,Pender County
1961,37143,Perquimans County
1962,37145,Person County
1963,37147,Pitt County
1964,37149,Polk County
1965,37151,Randolph County
1966,37153,Richmond County
1967,37155,Robeson County
1968,37157,Rockingham County
1969,37159,Rowan County
1970,37161,Rutherford County
1971,37163,Sampson County
1972,37165,Scotland County
1973,37167,Stanly County
1974,37169,Stokes County
1975,37171,Surry County
1976,37173,Swain County
1977,37175,Transylvania County
1978,37177,Tyrrell County
1979,37179,Union County
1980,37181,Vance County
1981,37183,Wake County
1982,37185,Warren County
1983,37187,Washington County
1984,37189,Watauga County
1985,37191,Wayne County
1986,37193,Wilkes County
1987,37195,Wilson County
1988,37197,Yadkin County
1989,37199,Yancey County
1990,38001,Adams County
1991,38003,Barnes County
1992,38005,Benson County
1993,38007,Billings County
1994,38009,Bottineau County
1995,38011,Bowman County
1996,38013,Burke County
1997,38015,Burleigh County
1998,38017,Cass County
1999,38019,Cavalier County
2000,38021,Dickey County
2001,38023,Divide County
2002,38025,Dunn County
2003,38027,Eddy County
2004,38029,Emmons County
2005,38031,Foster County
2006,38033,Golden Valley County
2007,38035,Grand Forks County
2008,38037,Grant County
2009,38039,Griggs County
2010,38041,Hettinger County
2011,38043,Kidder County
2012,38045,LaMoure County
2013,38047,Logan County
2014,38049,McHenry County
2015,38051,McIntosh County
2016,38053,McKenzie County
2017,38055,McLean County
2018,38057,Mercer County
2019,38059,Morton County
2020,38061,Mountrail County
2021,38063,Nelson County
2022,38065,Oliver County
2023,38067,Pembina County
2024,38069,Pierce County
2025,38071,Ramsey County
2026,38073,Ransom County
2027,38075,Renville County
2028,38077,Richland County
2029,38079,Rolette County
2030,38081,Sargent County
2031,38083,Sheridan County
2032,38085,Sioux County
2033,38087,Slope County
2034,38089,Stark County
2035,38091,Steele County
2036,38093,Stutsman County
2037,38095,Towner County
2038,38097,Traill County
2039,38099,Walsh County
2040,38101,Ward County
2041,38103,Wells County
2042,38105,Williams County
2043,39001,Adams County
2044,39003,Allen County
2045,39005,Ashland County
2046,39007,Ashtabula County
2047,39009,Athens County
2048,39011,Auglaize County
2049,39013,Belmont County
2050,39015,Brown County
2051,39017,Butler County
2052,39019,Carroll County
2053,39021,Champaign County
2054,39023,Clark County
2055,39025,Clermont County
2056,39027,Clinton County
2057,39029,Columbiana County
2058,39031,Coshocton County
2059,39033,Crawford County
2060,39035,Cuyahoga County
2061,39037,Darke County
2062,39039,Defiance County
2063,39041,Delaware County
2064,39043,Erie County
2065,39045,Fairfield County
2066,39047,Fayette County
2067,39049,Franklin County
2068,39051,Fulton County
2069,39053,Gallia County
2070,39055,Geauga County
2071,39057,Greene County
2072,39059,Guernsey County
2073,39061,Hamilton County
2074,39063,Hancock County
2075,39065,Hardin County
2076,39067,Harrison County
2077,39069,Henry County
2078,39071,Highland County
2079,39073,Hocking County
2080,39075,Holmes County
2081,39077,Huron County
2082,39079,Jackson County
2083,39081,Jefferson County
2084,39083,Knox County
2085,39085,Lake County
2086,39087,Lawrence County
2087,39089,Licking County
2088,39091,Logan County
2089,39093,Lorain County
2090,39095,Lucas County
2091,39097,Madison County
2092,39099,Mahoning County
2093,39101,Marion County
2094,39103,Medina County
2095,39105,Meigs County
2096,39107,Mercer County
2097,39109,Miami County
2098,39111,Monroe County
2099,39113,Montgomery County
2100,39115,Morgan County
2101,39117,Morrow County
2102,39119,Muskingum County
2103,39121,Noble County
2104,39123,Ottawa County
2105,39125,Paulding County
2106,39127,Perry County
2107,39129,Pickaway County
2108,39131,Pike County
2109,39133,Portage County
2110,39135,Preble County
2111,39137,Putnam County
2112,39139,Richland County
2113,39141,Ross County
2114,39143,Sandusky County
2115,39145,Scioto County
2116,39147,Seneca County
2117,39149,Shelby County
2118,39151,Stark County
2119,39153,Summit County
2120,39155,Trumbull County
2121,39157,Tuscarawas County
2122,39159,Union County
2123,39161,Van Wert County
2124,39163,Vinton County
2125,39165,Warren County
2126,39167,Washington County
2127,39169,Wayne County
2128,39171,Williams County
2129,39173,Wood County
2130,39175,Wyandot County
2131,40001,Adair County
2132,40003,Alfalfa County
2133,40005,Atoka County
2134,40007,Beaver County
2135,40009,Beckham County
2136,40011,Blaine County
2137,40013,Bryan County
2138,40015,Caddo County
2139,40017,Canadian County
2140,40019,Carter County
2141,40021,Cherokee County
2142,40023,Choctaw County
2143,40025,Cimarron County
2144,40027,Cleveland County
2145,40029,Coal County
2146,40031,Comanche County
2147,40033,Cotton County
2148,40035,Craig County
2149,40037,Creek County
2150,40039,Custer County
2151,40041,Delaware County
2152,40043,Dewey County
2153,40045,Ellis County
2154,40047,Garfield County
2155,40049,Garvin County
2156,40051,Grady County
2157,40053,Grant County
2158,40055,Greer County
2159,40057,Harmon County
2160,40059,Harper County
2161,40061,Haskell County
2162,40063,Hughes County
2163,40065,Jackson County
2164,40067,Jefferson County
2165,40069,Johnston County
2166,40071,Kay County
